"0%","Puzzle ID:Puzzle Name","Author","XP<br><small>(before v21.0)</small>","<span typeof=""mw:File""><a href=""/wiki/Levelling#Experience"" title=""Levelling""><img alt=""Experience"" src=""https://static.wikia.nocookie.net/nonograms-katana/images/e/e1/Experience.png/revision/latest/scale-to-width-down/30?cb=20250204172940"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element ls-is-cached lazyloaded"" data-image-name=""Experience.png"" data-image-key=""Experience.png"" data-relevant=""1"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/e/e1/Experience.png/revision/latest/scale-to-width-down/30?cb=20250204172940""></a></span><br>XP","<span typeof=""mw:File""><a href=""/wiki/MP"" title=""MP""><img alt=""Mental power"" src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/98/Mental_power.png/revision/latest/scale-to-width-down/30?cb=20250202125930"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyloaded"" data-image-name=""Mental power.png"" data-image-key=""Mental_power.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/98/Mental_power.png/revision/latest/scale-to-width-down/30?cb=20250202125930""></a></span><br>MP","Size","Category 1","Category 2","Puzzle<br>type","Added"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-255-4"" data-testid=""checkbox-255"" data-tpt-row-id=""232902"" data-table-id=""4""> <label for=""checkbox-255-4""></label> </p> </div>","[#232902:District 6 ""hunger games""]","erikarasik","2339","~2144","43","80x80","Movies","Symbols","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","256"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-256-4"" data-testid=""checkbox-256"" data-tpt-row-id=""226042"" data-table-id=""4""> <label for=""checkbox-256-4""></label> </p> </div>","[#226042:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2255","60","80x80","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","257"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-257-4"" data-testid=""checkbox-257"" data-tpt-row-id=""229931"" data-table-id=""4""> <label for=""checkbox-257-4""></label> </p> </div>","[#229931:""Gentleness"" (Cameron)]","Lysy Jan FOX","","2509","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","258"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-258-4"" data-testid=""checkbox-258"" data-tpt-row-id=""235782"" data-table-id=""4""> <label for=""checkbox-258-4""></label> </p> </div>","[#235782:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2227","60","80x80","Anime","Unreal","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","259"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-259-4"" data-testid=""checkbox-259"" data-tpt-row-id=""234029"" data-table-id=""4""> <label for=""checkbox-259-4""></label> </p> </div>","[#234029:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2224","60","80x80","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","260"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-260-4"" data-testid=""checkbox-260"" data-tpt-row-id=""176598"" data-table-id=""4""> <label for=""checkbox-260-4""></label> </p> </div>","[#176598:Tattoo Extract]","Mike1955","","2333","60","80x80","Unreal","Insects","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","261"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-261-4"" data-testid=""checkbox-261"" data-tpt-row-id=""234028"" data-table-id=""4""> <label for=""checkbox-261-4""></label> </p> </div>","[#234028:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2327","60","80x80","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","262"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-262-4"" data-testid=""checkbox-262"" data-tpt-row-id=""224298"" data-table-id=""4""> <label for=""checkbox-262-4""></label> </p> </div>","[#224298:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2396","60","80x80","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","263"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-263-4"" data-testid=""checkbox-263"" data-tpt-row-id=""224299"" data-table-id=""4""> <label for=""checkbox-263-4""></label> </p> </div>","[#224299:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2289","60","80x70","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","264"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-264-4"" data-testid=""checkbox-264"" data-tpt-row-id=""229935"" data-table-id=""4""> <label for=""checkbox-264-4""></label> </p> </div>","[#229935:""Margie Thackeray"" (Cameron)]","Lysy Jan FOX","","2236","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","265"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-265-4"" data-testid=""checkbox-265"" data-tpt-row-id=""235780"" data-table-id=""4""> <label for=""checkbox-265-4""></label> </p> </div>","[#235780:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2498","60","80x80","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","266"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-266-4"" data-testid=""checkbox-266"" data-tpt-row-id=""228259"" data-table-id=""4""> <label for=""checkbox-266-4""></label> </p> </div>","[#228259:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2164","60","80x80","Anime","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","267"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-267-4"" data-testid=""checkbox-267"" data-tpt-row-id=""229934"" data-table-id=""4""> <label for=""checkbox-267-4""></label> </p> </div>","[#229934:""Saint Agnes"" (Cameron)]","Lysy Jan FOX","","2242","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","268"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-268-4"" data-testid=""checkbox-268"" data-tpt-row-id=""125123"" data-table-id=""4""> <label for=""checkbox-268-4""></label> </p> </div>","[#125123:""The Red and White Roses"" (Cameron)]","Lysy Jan FOX","","2308","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","269"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-269-4"" data-testid=""checkbox-269"" data-tpt-row-id=""229933"" data-table-id=""4""> <label for=""checkbox-269-4""></label> </p> </div>","[#229933:""Cupid"" (Cameron)]","Lysy Jan FOX","","2649","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","270"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-270-4"" data-testid=""checkbox-270"" data-tpt-row-id=""136536"" data-table-id=""4""> <label for=""checkbox-270-4""></label> </p> </div>","[#136536:""Little Margie"" (Cameron)]","Lysy Jan FOX","","2220","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","271"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-271-4"" data-testid=""checkbox-271"" data-tpt-row-id=""154188"" data-table-id=""4""> <label for=""checkbox-271-4""></label> </p> </div>","[#154188:""Faith"" (Cameron)]","Lysy Jan FOX","","2121","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","272"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-272-4"" data-testid=""checkbox-272"" data-tpt-row-id=""154187"" data-table-id=""4""> <label for=""checkbox-272-4""></label> </p> </div>","[#154187:""Study after manner of Francia""(Cameron)]","Lysy Jan FOX","","2173","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","273"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-273-4"" data-testid=""checkbox-273"" data-tpt-row-id=""124727"" data-table-id=""4""> <label for=""checkbox-273-4""></label> </p> </div>","[#124727:""Angel of the Nativity"" (Cameron)]","Lysy Jan FOX","","2188","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","274"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-274-4"" data-testid=""checkbox-274"" data-tpt-row-id=""153736"" data-table-id=""4""> <label for=""checkbox-274-4""></label> </p> </div>","[#153736:""The Whisper of the Muse"" (Cameron)]","Lysy Jan FOX","","2125","60","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","275"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-275-4"" data-testid=""checkbox-275"" data-tpt-row-id=""237090"" data-table-id=""4""> <label for=""checkbox-275-4""></label> </p> </div>","[#237090:Train Tunnel]","ChefSloth","","2100","60","80x80","Adventures","Transport","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","276"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-276-4"" data-testid=""checkbox-276"" data-tpt-row-id=""232992"" data-table-id=""4""> <label for=""checkbox-276-4""></label> </p> </div>","[#232992:District 11 (The Hunger Games)]","erikarasik","","2187","44","80x80","Movies","Symbols","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","277"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-277-4"" data-testid=""checkbox-277"" data-tpt-row-id=""236663"" data-table-id=""4""> <label for=""checkbox-277-4""></label> </p> </div>","[#236663:Nausicaa of the Valley of the Wind MANGA]","Lysy Jan FOX","","2132","60","75x80","Anime","Unreal","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","278"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-278-4"" data-testid=""checkbox-278"" data-tpt-row-id=""235820"" data-table-id=""4""> <label for=""checkbox-278-4""></label> </p> </div>","[#235820:Lollipop]","Goose1","","2235","45","80x80","Food","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","279"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-279-4"" data-testid=""checkbox-279"" data-tpt-row-id=""180148"" data-table-id=""4""> <label for=""checkbox-279-4""></label> </p> </div>","[#180148:Visigoth Warrior]","Anowyn","","2009","41","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","280"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-280-4"" data-testid=""checkbox-280"" data-tpt-row-id=""186824"" data-table-id=""4""> <label for=""checkbox-280-4""></label> </p> </div>","[#186824:Owl]","Bramati","","2122","43","80x80","Birds","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","281"
